OrderID,Date,Product,Category,BaseCost,SellingPrice,Quantity,TotalSales,CustomerName,CustomerLocation,PaymentMethod,Status
ORD593,13-06-2019,Smartphone,Electronics,6260.6,6980.56,3,20941.68,Waman Patel,Chennai,Debit Card,Cancelled
ORD594,13-06-2019,Jeans,Clothing,1672,2424.4,5,12122,Vrinda Singh,Mumbai,Debit Card,Pending
ORD595,14-06-2019,Jeans,Clothing,1672,2424.4,5,12122,Bhavya Reddy,Jaipur,Debit Card,Pending
ORD596,14-06-2019,Book,Books,209,240.35,2,480.7,Harsh Desai,Hyderabad,Amazon Pay,Pending
ORD597,14-06-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Krish Desai,Hyderabad,Debit Card,Completed
ORD598,14-06-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Tathya Menon,Lucknow,Debit Card,Completed
ORD599,15-06-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Tathya Menon,Lucknow,Gift Card,Pending
ORD600,15-06-2019,Smartphone,Electronics,6260.6,6980.56,3,20941.68,Eva Jain,Ahmedabad,PayPal,Completed
ORD601,15-06-2019,Washing Machine,Home Appliances,16720,20064,4,80256,Palak Kumar,Kolkata,Amazon Pay,Pending
ORD602,16-06-2019,T-Shirt,Clothing,782.71,1213.19,2,2426.38,Vivaan Reddy,Jaipur,Gift Card,Cancelled
ORD603,17-06-2019,Washing Machine,Home Appliances,16720,20064,2,40128,Tanvi Gupta,Delhi,PayPal,Cancelled
ORD604,18-06-2019,Headphones,Electronics,2612.5,3135,3,9405,Waman Patel,Chennai,Amazon Pay,Cancelled
ORD605,20-06-2019,Washing Machine,Home Appliances,16720,20064,5,100320,Prisha Gupta,Delhi,Debit Card,Completed
ORD606,20-06-2019,Smartwatch,Electronics,2090,2560.25,4,10241,Eesha Menon,Lucknow,PayPal,Completed
ORD607,22-06-2019,Jeans,Clothing,1672,2424.4,2,4848.8,Bhavya Reddy,Jaipur,Gift Card,Cancelled
ORD608,22-06-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Tejas Patel,Chennai,Amazon Pay,Completed
ORD609,22-06-2019,Washing Machine,Home Appliances,16720,20064,2,40128,Kairav Singh,Mumbai,Gift Card,Cancelled
ORD610,23-06-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Xylo Kumar,Kolkata,Debit Card,Cancelled
ORD611,24-06-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Eesha Menon,Lucknow,Credit Card,Completed
ORD612,25-06-2019,Book,Books,209,240.35,5,1201.75,Naman Reddy,Jaipur,Credit Card,Pending
ORD613,25-06-2019,Book,Books,209,240.35,5,1201.75,Shanaya Jain,Ahmedabad,Debit Card,Pending
ORD614,26-06-2019,Headphones,Electronics,2612.5,3135,4,12540,Yuvraj Desai,Hyderabad,Debit Card,Pending
ORD615,27-06-2019,Jeans,Clothing,1672,2424.4,5,12122,Aarav Sharma,Bengaluru,Debit Card,Pending
ORD616,27-06-2019,T-Shirt,Clothing,782.71,1213.19,5,6065.95,Bhavya Reddy,Jaipur,Amazon Pay,Completed
ORD617,28-06-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Ananya Patel,Chennai,Debit Card,Completed
ORD618,01-07-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Krish Desai,Hyderabad,Gift Card,Completed
ORD619,04-07-2019,Headphones,Electronics,2612.5,3135,3,9405,Rishabh Patel,Chennai,Debit Card,Cancelled
ORD620,04-07-2019,Washing Machine,Home Appliances,16720,20064,3,60192,Lakshya Menon,Lucknow,Gift Card,Cancelled
ORD621,04-07-2019,Jeans,Clothing,1672,2424.4,1,2424.4,Aditi Singh,Mumbai,Debit Card,Cancelled
ORD622,04-07-2019,T-Shirt,Clothing,782.71,1213.19,3,3639.57,Varun Singh,Mumbai,PayPal,Completed
ORD623,05-07-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Siya Singh,Mumbai,PayPal,Cancelled
ORD624,06-07-2019,Washing Machine,Home Appliances,16720,20064,5,100320,Urvashi Sharma,Bengaluru,Debit Card,Completed
ORD625,06-07-2019,Running Shoes,Footwear,2351.25,3056.62,5,15283.1,Parth Patel,Chennai,PayPal,Pending
ORD626,06-07-2019,T-Shirt,Clothing,782.71,1213.19,5,6065.95,Rishabh Patel,Chennai,Amazon Pay,Completed
ORD627,08-07-2019,Refrigerator,Home Appliances,20900,24035,3,72105,Ishaan Singh,Mumbai,PayPal,Completed
ORD628,09-07-2019,Jeans,Clothing,1672,2424.4,2,4848.8,Hrehaan Menon,Lucknow,Credit Card,Pending
ORD629,09-07-2019,Headphones,Electronics,2612.5,3135,4,12540,Trisha Kumar,Kolkata,Amazon Pay,Cancelled
ORD630,09-07-2019,Smartwatch,Electronics,2090,2560.25,1,2560.25,Tanvi Gupta,Delhi,Gift Card,Completed
ORD631,10-07-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Tanvi Gupta,Delhi,Gift Card,Pending
ORD632,10-07-2019,Laptop,Electronics,39187.5,46045.31,5,230226.55,Vihan Sharma,Bengaluru,PayPal,Completed
ORD633,11-07-2019,Headphones,Electronics,2612.5,3135,1,3135,Ira Sharma,Bengaluru,Credit Card,Completed
ORD634,12-07-2019,Smartwatch,Electronics,2090,2560.25,1,2560.25,Akira Gupta,Delhi,Gift Card,Completed
ORD635,13-07-2019,Laptop,Electronics,39187.5,46045.31,4,184181.24,Ishaan Singh,Mumbai,Amazon Pay,Completed
ORD636,13-07-2019,Headphones,Electronics,2612.5,3135,2,6270,Amara Yadav,Pune,PayPal,Pending
ORD637,14-07-2019,Book,Books,209,240.35,5,1201.75,Zoya Kumar,Kolkata,Debit Card,Pending
ORD638,16-07-2019,Book,Books,209,240.35,2,480.7,Tanvi Gupta,Delhi,Debit Card,Completed
ORD639,16-07-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Zara Menon,Lucknow,Debit Card,Pending
ORD640,16-07-2019,Washing Machine,Home Appliances,16720,20064,4,80256,Falguni Patel,Chennai,Credit Card,Pending
ORD641,17-07-2019,Jeans,Clothing,1672,2424.4,5,12122,Akira Gupta,Delhi,Debit Card,Pending
ORD642,17-07-2019,T-Shirt,Clothing,782.71,1213.19,5,6065.95,Aryan Patel,Chennai,PayPal,Completed
ORD643,18-07-2019,Headphones,Electronics,2612.5,3135,5,15675,Samar Reddy,Jaipur,Amazon Pay,Cancelled
ORD644,19-07-2019,Washing Machine,Home Appliances,16720,20064,2,40128,Jhanvi Gupta,Delhi,Gift Card,Cancelled
ORD645,19-07-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Ishaan Singh,Mumbai,Gift Card,Pending
ORD646,23-07-2019,Washing Machine,Home Appliances,16720,20064,5,100320,Xylo Kumar,Kolkata,Debit Card,Completed
ORD647,24-07-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Devansh Desai,Hyderabad,PayPal,Pending
ORD648,25-07-2019,Refrigerator,Home Appliances,20900,24035,5,120175,Aditi Singh,Mumbai,PayPal,Cancelled
ORD649,26-07-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Trisha Kumar,Kolkata,Debit Card,Completed
ORD650,26-07-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Rashi Yadav,Pune,PayPal,Cancelled
ORD651,26-07-2019,Smartphone,Electronics,6260.6,6980.56,5,34902.8,Meher Sharma,Bengaluru,Amazon Pay,Pending
ORD652,27-07-2019,Smartphone,Electronics,6260.6,6980.56,3,20941.68,Tathya Menon,Lucknow,Debit Card,Cancelled
ORD653,27-07-2019,Jeans,Clothing,1672,2424.4,4,9697.6,Disha Jain,Ahmedabad,Debit Card,Cancelled
ORD654,28-07-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Vidhi Gupta,Delhi,Gift Card,Pending
ORD655,29-07-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Rohan Desai,Hyderabad,PayPal,Completed
ORD656,30-07-2019,Refrigerator,Home Appliances,20900,24035,3,72105,Falguni Patel,Chennai,PayPal,Completed
ORD657,31-07-2019,Laptop,Electronics,39187.5,46045.31,3,138135.93,Tathya Menon,Lucknow,Amazon Pay,Completed
ORD658,01-08-2019,Refrigerator,Home Appliances,20900,24035,2,48070,Tejas Patel,Chennai,PayPal,Completed
ORD659,01-08-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Ayush Yadav,Pune,Credit Card,Pending
ORD660,02-08-2019,Headphones,Electronics,2612.5,3135,1,3135,Ansh Jain,Ahmedabad,Credit Card,Completed
ORD661,02-08-2019,Headphones,Electronics,2612.5,3135,1,3135,Shanaya Jain,Ahmedabad,Debit Card,Cancelled
ORD662,03-08-2019,Book,Books,209,240.35,1,240.35,Gagan Kumar,Kolkata,Debit Card,Cancelled
ORD663,05-08-2019,Smartphone,Electronics,6260.6,6980.56,3,20941.68,Samar Reddy,Jaipur,Gift Card,Completed
ORD664,06-08-2019,Headphones,Electronics,2612.5,3135,3,9405,Uday Desai,Hyderabad,Debit Card,Cancelled
ORD665,06-08-2019,T-Shirt,Clothing,782.71,1213.19,5,6065.95,Shruti Reddy,Jaipur,Amazon Pay,Completed
ORD666,07-08-2019,Headphones,Electronics,2612.5,3135,4,12540,Om Sharma,Bengaluru,Amazon Pay,Cancelled
ORD667,08-08-2019,T-Shirt,Clothing,782.71,1213.19,2,2426.38,Uday Desai,Hyderabad,Debit Card,Cancelled
ORD668,08-08-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Eesha Menon,Lucknow,PayPal,Cancelled
ORD669,11-08-2019,Refrigerator,Home Appliances,20900,24035,2,48070,Eklavya Gupta,Delhi,PayPal,Cancelled
ORD670,12-08-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Rishabh Patel,Chennai,Credit Card,Pending
ORD671,13-08-2019,Smartphone,Electronics,6260.6,6980.56,3,20941.68,Yuvaan Patel,Chennai,Gift Card,Cancelled
ORD672,14-08-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Gia Reddy,Jaipur,Debit Card,Cancelled
ORD673,14-08-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Uday Desai,Hyderabad,PayPal,Cancelled
ORD674,15-08-2019,Book,Books,209,240.35,1,240.35,Neel Singh,Mumbai,Debit Card,Cancelled
ORD675,15-08-2019,Book,Books,209,240.35,1,240.35,Yuvraj Desai,Hyderabad,Amazon Pay,Completed
ORD676,15-08-2019,Running Shoes,Footwear,2351.25,3056.62,5,15283.1,Rishabh Patel,Chennai,Gift Card,Pending
ORD677,15-08-2019,Laptop,Electronics,39187.5,46045.31,3,138135.93,Prisha Gupta,Delhi,PayPal,Pending
ORD678,16-08-2019,Running Shoes,Footwear,2351.25,3056.62,3,9169.86,Vrinda Singh,Mumbai,Amazon Pay,Completed
ORD679,16-08-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Yuvraj Desai,Hyderabad,Debit Card,Completed
ORD680,17-08-2019,Smartphone,Electronics,6260.6,6980.56,2,13961.12,Vanya Yadav,Pune,PayPal,Pending
ORD681,18-08-2019,Refrigerator,Home Appliances,20900,24035,4,96140,Ishaan Singh,Mumbai,Credit Card,Pending
ORD682,19-08-2019,Headphones,Electronics,2612.5,3135,1,3135,Naisha Kumar,Kolkata,PayPal,Completed
ORD683,20-08-2019,Laptop,Electronics,39187.5,46045.31,3,138135.93,Jhanvi Gupta,Delhi,Debit Card,Pending
ORD684,20-08-2019,Laptop,Electronics,39187.5,46045.31,3,138135.93,Prisha Gupta,Delhi,Amazon Pay,Completed
ORD685,21-08-2019,Headphones,Electronics,2612.5,3135,4,12540,Shruti Reddy,Jaipur,Amazon Pay,Pending
ORD686,21-08-2019,Jeans,Clothing,1672,2424.4,5,12122,Sara Menon,Lucknow,PayPal,Completed
ORD687,22-08-2019,Book,Books,209,240.35,1,240.35,Manya Yadav,Pune,Gift Card,Cancelled
ORD688,23-08-2019,T-Shirt,Clothing,782.71,1213.19,5,6065.95,Vrinda Singh,Mumbai,PayPal,Completed
ORD689,24-08-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Parth Patel,Chennai,PayPal,Completed
ORD690,24-08-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Shruti Reddy,Jaipur,Amazon Pay,Pending
ORD691,25-08-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Quasar Desai,Hyderabad,Amazon Pay,Pending
ORD692,26-08-2019,Running Shoes,Footwear,2351.25,3056.62,4,12226.48,Jhanvi Gupta,Delhi,Amazon Pay,Completed
ORD693,26-08-2019,Headphones,Electronics,2612.5,3135,3,9405,Sia Reddy,Jaipur,Debit Card,Cancelled
ORD694,26-08-2019,Washing Machine,Home Appliances,16720,20064,3,60192,Naman Reddy,Jaipur,Gift Card,Cancelled
ORD695,27-08-2019,Book,Books,209,240.35,5,1201.75,Gia Reddy,Jaipur,Amazon Pay,Pending
ORD696,27-08-2019,Headphones,Electronics,2612.5,3135,1,3135,Ishaan Singh,Mumbai,Amazon Pay,Completed
ORD697,28-08-2019,Laptop,Electronics,39187.5,46045.31,4,184181.24,Vihan Sharma,Bengaluru,Credit Card,Completed
ORD698,29-08-2019,Headphones,Electronics,2612.5,3135,3,9405,Naman Reddy,Jaipur,Gift Card,Pending
ORD699,30-08-2019,Jeans,Clothing,1672,2424.4,1,2424.4,Harsh Desai,Hyderabad,Gift Card,Cancelled
ORD700,30-08-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Divya Reddy,Jaipur,Gift Card,Completed
ORD701,30-08-2019,Refrigerator,Home Appliances,20900,24035,1,24035,Daksh Sharma,Bengaluru,PayPal,Cancelled
ORD702,31-08-2019,T-Shirt,Clothing,782.71,1213.19,5,6065.95,Saisha Jain,Ahmedabad,Amazon Pay,Completed
ORD703,31-08-2019,Running Shoes,Footwear,2351.25,3056.62,5,15283.1,Jatin Jain,Ahmedabad,PayPal,Pending
ORD704,05-09-2019,Running Shoes,Footwear,2351.25,3056.62,3,9169.86,Xylo Kumar,Kolkata,Credit Card,Pending
ORD705,06-09-2019,Laptop,Electronics,39187.5,46045.31,3,138135.93,Kairav Singh,Mumbai,Amazon Pay,Completed
ORD706,08-09-2019,Headphones,Electronics,2612.5,3135,3,9405,Ojas Gupta,Delhi,Gift Card,Pending
ORD707,08-09-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Krish Desai,Hyderabad,Debit Card,Completed
ORD708,08-09-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Bhavya Reddy,Jaipur,Amazon Pay,Completed
ORD709,09-09-2019,Book,Books,209,240.35,1,240.35,Ishaan Singh,Mumbai,Debit Card,Cancelled
ORD710,09-09-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Riya Kumar,Kolkata,Debit Card,Completed
ORD711,09-09-2019,Laptop,Electronics,39187.5,46045.31,3,138135.93,Kairav Singh,Mumbai,Debit Card,Pending
ORD712,10-09-2019,Washing Machine,Home Appliances,16720,20064,2,40128,Palak Kumar,Kolkata,Gift Card,Cancelled
ORD713,14-09-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Lara Gupta,Delhi,Debit Card,Cancelled
ORD714,15-09-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Prisha Gupta,Delhi,Credit Card,Completed
ORD715,16-09-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Krish Desai,Hyderabad,Credit Card,Pending
ORD716,17-09-2019,Washing Machine,Home Appliances,16720,20064,5,100320,Reyansh Yadav,Pune,Debit Card,Completed
ORD717,20-09-2019,Book,Books,209,240.35,1,240.35,Vivaan Reddy,Jaipur,Gift Card,Pending
ORD718,20-09-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Lara Gupta,Delhi,PayPal,Cancelled
ORD719,21-09-2019,Headphones,Electronics,2612.5,3135,3,9405,Advait Singh,Mumbai,Debit Card,Cancelled
ORD720,23-09-2019,Refrigerator,Home Appliances,20900,24035,3,72105,Shanaya Jain,Ahmedabad,Credit Card,Cancelled
ORD721,26-09-2019,Refrigerator,Home Appliances,20900,24035,5,120175,Vivaan Reddy,Jaipur,PayPal,Cancelled
ORD722,27-09-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Kabir Patel,Chennai,Credit Card,Pending
ORD723,27-09-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Xylo Kumar,Kolkata,Debit Card,Cancelled
ORD724,28-09-2019,Running Shoes,Footwear,2351.25,3056.62,2,6113.24,Arjun Kumar,Kolkata,Debit Card,Cancelled
ORD725,28-09-2019,Smartwatch,Electronics,2090,2560.25,4,10241,Trisha Kumar,Kolkata,Debit Card,Cancelled
ORD726,28-09-2019,Washing Machine,Home Appliances,16720,20064,5,100320,Rashi Yadav,Pune,Debit Card,Completed
ORD727,29-09-2019,Book,Books,209,240.35,1,240.35,Vidhi Gupta,Delhi,Amazon Pay,Completed
ORD728,29-09-2019,Jeans,Clothing,1672,2424.4,1,2424.4,Gagan Kumar,Kolkata,Gift Card,Cancelled
ORD729,30-09-2019,Laptop,Electronics,39187.5,46045.31,4,184181.24,Myra Jain,Ahmedabad,Amazon Pay,Completed
ORD730,30-09-2019,Jeans,Clothing,1672,2424.4,4,9697.6,Harsh Desai,Hyderabad,Amazon Pay,Pending
ORD731,01-10-2019,Laptop,Electronics,39187.5,46045.31,1,46045.31,Divya Reddy,Jaipur,Amazon Pay,Cancelled
ORD732,01-10-2019,Washing Machine,Home Appliances,16720,20064,3,60192,Falguni Patel,Chennai,Gift Card,Cancelled
ORD733,01-10-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Shanaya Jain,Ahmedabad,PayPal,Completed
ORD734,02-10-2019,Headphones,Electronics,2612.5,3135,1,3135,Manya Yadav,Pune,Credit Card,Completed
ORD735,02-10-2019,Headphones,Electronics,2612.5,3135,3,9405,Ayush Yadav,Pune,Debit Card,Pending
ORD736,02-10-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Devansh Desai,Hyderabad,PayPal,Cancelled
ORD737,03-10-2019,Smartphone,Electronics,6260.6,6980.56,2,13961.12,Jhanvi Gupta,Delhi,Amazon Pay,Completed
ORD738,03-10-2019,Book,Books,209,240.35,5,1201.75,Zara Menon,Lucknow,Amazon Pay,Completed
ORD739,04-10-2019,Book,Books,209,240.35,1,240.35,Advait Singh,Mumbai,Amazon Pay,Cancelled
ORD740,06-10-2019,Jeans,Clothing,1672,2424.4,2,4848.8,Divya Reddy,Jaipur,Amazon Pay,Cancelled
ORD741,08-10-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Hrehaan Menon,Lucknow,Gift Card,Pending
ORD742,09-10-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Ruhi Yadav,Pune,PayPal,Cancelled
ORD743,10-10-2019,Headphones,Electronics,2612.5,3135,3,9405,Aaditya Desai,Hyderabad,Debit Card,Pending
ORD744,10-10-2019,Jeans,Clothing,1672,2424.4,5,12122,Arjun Kumar,Kolkata,Debit Card,Pending
ORD745,10-10-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Samar Reddy,Jaipur,Debit Card,Pending
ORD746,12-10-2019,Refrigerator,Home Appliances,20900,24035,3,72105,Vanya Yadav,Pune,Credit Card,Cancelled
ORD747,12-10-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Vedika Jain,Ahmedabad,Credit Card,Pending
ORD748,15-10-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Ojas Gupta,Delhi,PayPal,Pending
ORD749,15-10-2019,Jeans,Clothing,1672,2424.4,5,12122,Disha Jain,Ahmedabad,Debit Card,Cancelled
ORD750,17-10-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Zoya Kumar,Kolkata,PayPal,Cancelled
ORD751,19-10-2019,Washing Machine,Home Appliances,16720,20064,4,80256,Quasar Desai,Hyderabad,Amazon Pay,Pending
ORD752,20-10-2019,Jeans,Clothing,1672,2424.4,4,9697.6,Manya Yadav,Pune,Debit Card,Cancelled
ORD753,21-10-2019,T-Shirt,Clothing,782.71,1213.19,3,3639.57,Daksh Sharma,Bengaluru,Debit Card,Completed
ORD754,22-10-2019,Refrigerator,Home Appliances,20900,24035,4,96140,Shruti Reddy,Jaipur,Credit Card,Pending
ORD755,22-10-2019,Book,Books,209,240.35,1,240.35,Avni Kumar,Kolkata,Amazon Pay,Cancelled
ORD756,22-10-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Ananya Patel,Chennai,PayPal,Completed
ORD757,23-10-2019,Headphones,Electronics,2612.5,3135,4,12540,Uday Desai,Hyderabad,Gift Card,Cancelled
ORD758,24-10-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Chahat Menon,Lucknow,Amazon Pay,Completed
ORD759,24-10-2019,Jeans,Clothing,1672,2424.4,5,12122,Shaurya Sharma,Bengaluru,Debit Card,Pending
ORD760,24-10-2019,Headphones,Electronics,2612.5,3135,1,3135,Naman Reddy,Jaipur,Credit Card,Completed
ORD761,25-10-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Vihan Sharma,Bengaluru,Debit Card,Completed
ORD762,26-10-2019,T-Shirt,Clothing,782.71,1213.19,4,4852.76,Mishka Patel,Chennai,Credit Card,Pending
ORD763,29-10-2019,T-Shirt,Clothing,782.71,1213.19,2,2426.38,Vivaan Reddy,Jaipur,Debit Card,Cancelled
ORD764,31-10-2019,Book,Books,209,240.35,1,240.35,Urvashi Sharma,Bengaluru,Amazon Pay,Completed
ORD765,01-11-2019,Laptop,Electronics,39187.5,46045.31,2,92090.62,Falguni Patel,Chennai,PayPal,Completed
ORD766,01-11-2019,Washing Machine,Home Appliances,16720,20064,2,40128,Tathya Menon,Lucknow,Gift Card,Cancelled
ORD767,03-11-2019,Laptop,Electronics,39187.5,46045.31,1,46045.31,Naman Reddy,Jaipur,Gift Card,Pending
ORD768,04-11-2019,Jeans,Clothing,1672,2424.4,1,2424.4,Vivaan Reddy,Jaipur,Debit Card,Cancelled
ORD769,07-11-2019,Washing Machine,Home Appliances,16720,20064,1,20064,Amara Yadav,Pune,Debit Card,Cancelled
ORD770,07-11-2019,Washing Machine,Home Appliances,16720,20064,5,100320,Avni Kumar,Kolkata,Debit Card,Completed
ORD771,08-11-2019,Jeans,Clothing,1672,2424.4,3,7273.2,Jhanvi Gupta,Delhi,Gift Card,Completed
ORD772,10-11-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Varun Singh,Mumbai,PayPal,Pending
ORD773,11-11-2019,Smartwatch,Electronics,2090,2560.25,1,2560.25,Shanaya Jain,Ahmedabad,Gift Card,Completed
ORD774,11-11-2019,Laptop,Electronics,39187.5,46045.31,2,92090.62,Navya Menon,Lucknow,Gift Card,Pending
ORD775,12-11-2019,Book,Books,209,240.35,5,1201.75,Varun Singh,Mumbai,Credit Card,Pending
ORD776,12-11-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Deepika Singh,Mumbai,Amazon Pay,Completed
ORD777,13-11-2019,T-Shirt,Clothing,782.71,1213.19,1,1213.19,Vihan Sharma,Bengaluru,Credit Card,Pending
ORD778,13-11-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Vivaan Reddy,Jaipur,Debit Card,Cancelled
ORD779,13-11-2019,Refrigerator,Home Appliances,20900,24035,2,48070,Aarav Sharma,Bengaluru,PayPal,Cancelled
ORD780,14-11-2019,Refrigerator,Home Appliances,20900,24035,1,24035,Advik Gupta,Delhi,PayPal,Completed
ORD781,16-11-2019,Headphones,Electronics,2612.5,3135,4,12540,Ishika Yadav,Pune,Debit Card,Pending
ORD782,17-11-2019,Book,Books,209,240.35,3,721.05,Varun Singh,Mumbai,Amazon Pay,Pending
ORD783,19-11-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Vrinda Singh,Mumbai,PayPal,Completed
ORD784,20-11-2019,Headphones,Electronics,2612.5,3135,1,3135,Yashvi Gupta,Delhi,PayPal,Completed
ORD785,21-11-2019,Jeans,Clothing,1672,2424.4,2,4848.8,Riya Kumar,Kolkata,Gift Card,Cancelled
ORD786,22-11-2019,Smartphone,Electronics,6260.6,6980.56,3,20941.68,Pranav Desai,Hyderabad,Gift Card,Completed
ORD787,22-11-2019,Running Shoes,Footwear,2351.25,3056.62,5,15283.1,Tanvi Gupta,Delhi,Gift Card,Pending
ORD788,25-11-2019,Running Shoes,Footwear,2351.25,3056.62,3,9169.86,Vedika Jain,Ahmedabad,Amazon Pay,Completed
ORD789,26-11-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Avani Desai,Hyderabad,PayPal,Completed
ORD790,26-11-2019,Refrigerator,Home Appliances,20900,24035,2,48070,Shanaya Jain,Ahmedabad,PayPal,Cancelled
ORD791,28-11-2019,Smartphone,Electronics,6260.6,6980.56,2,13961.12,Aryan Patel,Chennai,PayPal,Cancelled
ORD792,28-11-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Avni Kumar,Kolkata,PayPal,Pending
ORD793,28-11-2019,Smartwatch,Electronics,2090,2560.25,2,5120.5,Siya Singh,Mumbai,PayPal,Pending
ORD794,28-11-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Avni Kumar,Kolkata,PayPal,Pending
ORD795,30-11-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Vihan Sharma,Bengaluru,PayPal,Completed
ORD796,01-12-2019,Jeans,Clothing,1672,2424.4,4,9697.6,Dhruv Yadav,Pune,Amazon Pay,Pending
ORD797,02-12-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Om Sharma,Bengaluru,PayPal,Cancelled
ORD798,03-12-2019,Book,Books,209,240.35,1,240.35,Lakshya Menon,Lucknow,Gift Card,Cancelled
ORD799,03-12-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Palak Kumar,Kolkata,PayPal,Pending
ORD800,04-12-2019,Washing Machine,Home Appliances,16720,20064,4,80256,Gagan Kumar,Kolkata,PayPal,Completed
ORD801,06-12-2019,Smartphone,Electronics,6260.6,6980.56,5,34902.8,Uday Desai,Hyderabad,Gift Card,Completed
ORD802,06-12-2019,Running Shoes,Footwear,2351.25,3056.62,1,3056.62,Naman Reddy,Jaipur,PayPal,Completed
ORD803,07-12-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Navya Menon,Lucknow,Amazon Pay,Completed
ORD804,08-12-2019,Book,Books,209,240.35,4,961.4,Reyansh Yadav,Pune,Gift Card,Cancelled
ORD805,08-12-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Myra Jain,Ahmedabad,PayPal,Cancelled
ORD806,09-12-2019,Smartphone,Electronics,6260.6,6980.56,1,6980.56,Dhruv Yadav,Pune,PayPal,Cancelled
ORD807,10-12-2019,Smartwatch,Electronics,2090,2560.25,5,12801.25,Gia Reddy,Jaipur,PayPal,Cancelled
ORD808,10-12-2019,Smartphone,Electronics,6260.6,6980.56,4,27922.24,Kabir Patel,Chennai,Debit Card,Completed
ORD809,10-12-2019,Refrigerator,Home Appliances,20900,24035,3,72105,Kiara Kumar,Kolkata,Gift Card,Completed
ORD810,10-12-2019,Laptop,Electronics,39187.5,46045.31,1,46045.31,Shaurya Sharma,Bengaluru,Gift Card,Pending
ORD811,11-12-2019,Book,Books,209,240.35,1,240.35,Aarav Sharma,Bengaluru,Credit Card,Completed
ORD812,11-12-2019,Smartwatch,Electronics,2090,2560.25,4,10241,Mishka Patel,Chennai,Credit Card,Completed
ORD813,11-12-2019,Smartwatch,Electronics,2090,2560.25,3,7680.75,Advik Gupta,Delhi,Gift Card,Pending
ORD814,14-12-2019,Refrigerator,Home Appliances,20900,24035,1,24035,Krish Desai,Hyderabad,PayPal,Completed
